kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,multiple_choice/multiple_choice.html,Modeling performance on a multiple choice exam – Bayesian Workflow book,Modeling performance on a multiple choice exam,Ch 4: Modeling performance on a multiple choice exam,multiple-choice-multiple-choice/fig-multiplechoice_prior_predictive_3,fig-multiplechoice_prior_predictive_3,20,Figure 20,label_only,7 Prior predictive simulations,IRT plots,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/multiple_choice/multiple_choice.html#fig-multiplechoice_prior_predictive_3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/multiple_choice/multiple_choice.R,link_only_no_binary_copy_for_crc_book_site
figure,multiple_choice/multiple_choice.html,Modeling performance on a multiple choice exam – Bayesian Workflow book,Modeling performance on a multiple choice exam,Ch 4: Modeling performance on a multiple choice exam,multiple-choice-multiple-choice/fig-break_1,fig-break_1,21,Figure 21,label_only,8 Breaking the model,Simulate data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/multiple_choice/multiple_choice.html#fig-break_1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/multiple_choice/multiple_choice.R,link_only_no_binary_copy_for_crc_book_site
figure,multiple_choice/multiple_choice.html,Modeling performance on a multiple choice exam – Bayesian Workflow book,Modeling performance on a multiple choice exam,Ch 4: Modeling performance on a multiple choice exam,multiple-choice-multiple-choice/fig-break_2,fig-break_2,22,Figure 22,label_only,8 Breaking the model,Simulate data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/multiple_choice/multiple_choice.html#fig-break_2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/multiple_choice/multiple_choice.R,link_only_no_binary_copy_for_crc_book_site
figure,multiple_choice/multiple_choice.html,Modeling performance on a multiple choice exam – Bayesian Workflow book,Modeling performance on a multiple choice exam,Ch 4: Modeling performance on a multiple choice exam,multiple-choice-multiple-choice/fig-final_exams_break_1-1,fig-final_exams_break_1-1,23,Figure 23,label_only,8 Breaking the model,Simulate data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/multiple_choice/multiple_choice.html#fig-final_exams_break_1-1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/multiple_choice/multiple_choice.R,link_only_no_binary_copy_for_crc_book_site
figure,multiple_choice/multiple_choice.html,Modeling performance on a multiple choice exam – Bayesian Workflow book,Modeling performance on a multiple choice exam,Ch 4: Modeling performance on a multiple choice exam,multiple-choice-multiple-choice/fig-final_exams_break_1-2,fig-final_exams_break_1-2,24,Figure 24,label_only,8 Breaking the model,Simulate data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/multiple_choice/multiple_choice.html#fig-final_exams_break_1-2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/multiple_choice/multiple_choice.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-001,,1,,empty,3 Sleep study,"Although we can get more accurate elpd and elpd_diff estimates with more computation, the accuracy of the normal approximation for the uncertainty in the difference can still be co",,,1,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-002,,2,,empty,3 Sleep study,"Although we can get more accurate elpd and elpd_diff estimates with more computation, the accuracy of the normal approximation for the uncertainty in the difference can still be co",,,1,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-003,,3,,empty,3 Sleep study,"If we examine the pointwise differences, we see that model 3 is almost always better, but outliers cause couple values with big magnitude, making it more likely that the normal app",,,1,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-004,,4,,empty,3 Sleep study,LOO predictive intervals look now better.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-005,,5,,empty,3 Sleep study,LOO predictive intervals look now better.,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
figure,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/figure-006,,6,,empty,3 Sleep study,"If we examine the pointwise differences, we see that model 3 is almost always better, and as there are no outliers, the distribution of pointwise elpd differences is such that the",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
table,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/tinytable_vm6zqjuq3nvs9tyohneu,tinytable_vm6zqjuq3nvs9tyohneu,1,model; elpd_diff; se_diff; p; M_4; 0; 0; -,descriptive_or_headers,2 Primate milk,We add the probability that a model has worse predictive performance than the model with the best predictive performance using the normal approximation.,5,4,,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html#tinytable_vm6zqjuq3nvs9tyohneu,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
table,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/tinytable_1s2zcdbymhpkymyxm444,tinytable_1s2zcdbymhpkymyxm444,2,model; elpd_diff; se_diff; p; M_1; 0; 0; -,descriptive_or_headers,2 Primate milk,"In the paper, we the comparison was reported using the M_1 as the baseline, and the probability that a model has better predictive performance than the baseline.",5,4,,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html#tinytable_1s2zcdbymhpkymyxm444,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
table,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/tinytable_roxh3yw7eew3hw13lt8n,tinytable_roxh3yw7eew3hw13lt8n,3,model; elpd_diff; se_diff; p; M_3; 0; 0; -,descriptive_or_headers,3 Sleep study,"We compare the models \mathrm{M}_1, \mathrm{M}_2,\mathrm{M}_3,\mathrm{M}_4",4,4,,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html#tinytable_roxh3yw7eew3hw13lt8n,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
table,loo_comparison/loo_comparison.html,Uncertainty in Bayesian LOO-CV Model Comparison – Bayesian Workflow book,Uncertainty in Bayesian LOO-CV Model Comparison,Sec 9.4: Model selection using predictive performance,loo-comparison-loo-comparison/tinytable_5s8v26cggvewoucqfhxt,tinytable_5s8v26cggvewoucqfhxt,4,model; elpd_diff; se_diff; p; M_3t; 0; 0; -,descriptive_or_headers,3 Sleep study,We first compare \mathrm{M}_{3} and \mathrm{M}_{3t} to see whether a Student’s t model is more appropriate.,3,4,,LOO-CV / model comparison,elpd差だけでなくSEとPareto-kを読み、勝敗より『どのデータ点で負けるか』を確認する。,"loo_elpd, loo_elpd_diff, loo_se_diff, pareto_k_gt_0_7, reloo_count",https://avehtari.github.io/Bayesian-Workflow/loo_comparison/loo_comparison.html#tinytable_5s8v26cggvewoucqfhxt,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/loo_comparison/loo_comparison.R,link_only_no_binary_copy_for_crc_book_site
